user_utterance,therapist_utterance,label
"사람들과의 대화 중에 정적이 생기면 불안해지고 자꾸 주변 눈치를 보게 되요. 그리고 누군가 제 이름을 부르면 제가 무슨 잘못을 했는지 고민하게 되고, 이런 상황들 때문에 말하기를 꺼리게 됐어요.",그런 상황에서 자신을 어떻게 느끼시나요?,Open Question
"제 자신이 참 약해보이고, 자신감이 없는 사람 같아요.",내담자님은 자신이 자꾸 불안해지고 자신감을 잃게 되는 상황에 대해 상당히 실망하고 계시는군요.,Complex Reflection
"네, 맞아요. 저 스스로도 실망스러워요.",이러한 불안과 자신감을 잃어가는 과정을 바꾸고 싶어하는 데 있어 어떤 방법을 고려해 보셨나요?,Open Question
아직 구체적으로 어떻게 해야 할지는 모르겠어요.,이상적인 상황에서 내담자님은 어떻게 대화하고 싶으신가요?,Open Question
다른 사람과 대화할 때 자연스럽게 제 생각을 표현하고 싶어요.,대화할 때 자연스럽게 생각을 표현하는 것에 대한 욕구가 강하다고 느끼시는군요.,Complex Reflection
"네, 그리고 그렇게 할 수 있다면 더 자신감을 갖게 될 것 같아요.","그 자신감을 갖게 되는 과정을 떠올려 보셨을 때, 어떤 것들이 도움이 될지 생각해 보셨나요?",Open Question
아직 구체적인 방안은 생각해 보지 못했어요.,내담자님에게 자신감을 주는 활동은 무엇인가요?,Open Question
음악을 들을 때나 그림을 그릴 때 저 자신을 더 자유롭고 행복하게 느낍니다.,음악이나 그림 그리기를 통해 본인을 자유롭고 행복하게 느끼는 경험이 자신감에도 긍정적인 영향을 줄 수 있군요.,Complex Reflection
"예전처럼 일상의 소소한 즐거움을 느끼지 못하고 있어요. 전에는 취미 생활이나 드라마 보는 것 자체로 만족했는데, 이제는 그런 활동조차 의미를 찾기 어렵네요.",일상에서 즐거움을 찾기 어려워 지셨군요.,Complex Reflection
"네, 그래서 더욱이 매일을 의미 없이 보내는 것 같아요.",소소한 일상의 활동에서 더 이상 기쁨을 느끼지 못하고 의미를 찾기 어려워하시는군요.,Complex Reflection
정확히 말씀해 주셨어요. 그 상황이 저를 좌절하게 만들고 있어요.,좌절감을 느끼게 되는 상황에 대해 잘 이야기해 주셨습니다.,Simple Reflection
이전에는 이런 감정을 느껴본 적이 없어서 어떻게 대처해야 할지 막막하네요.,이전과 달리 새로운 감정에 직면하며 대처 방법을 찾기 어려워하시는군요.,Complex Reflection
"네, 그래서 조금이라도 상황을 변화시키고 싶어요.",변화를 원하는 마음을 가지게 되셨군요.,Simple Reflection
저 자신을 돌아보는 시간을 갖는 것에서 시작하고 싶어요.,자신을 돌아보려는 시도를 생각하고 계시군요.,Simple Reflection
"네, 그 과정을 통해 제가 진정으로 원하는 것이 무엇인지 이해하고 싶어요.",자신을 돌아보는 과정에서 어떤 방법을 고려하고 계신가요?,Open Question
일기를 쓰거나 명상을 해보려고 해요.,일기를 쓰거나 명상을 해 볼 계획을 세우셨군요.,General
"네, 작은 시작이지만 제 상황에 변화를 줄 수 있을 것 같아요.",명상이나 일기 작성 외에 어떤 활동이 내담자님의 생각이나 감정에 긍정적인 영향을 미칠 수 있을지 궁금해요.,Open Question
조금 더 사회적인 활동에 참여해 볼까 생각 중이에요.,사회적인 활동에 참여해 보고자 계획을 세우시는군요.,General
"네, 사실 수능을 잘 본 뒤에도 걱정과 우울함을 느끼고 있어요.",그 결과가 항상 마음에 부담을 주는군요.,General
"네, 그것도 있지만 더 큰 문제는 제 과거 트라우마 때문인 것 같아요.","성공적인 수능 결과에도 불구하고, 과거의 경험으로 인한 깊은 우려와 고통을 겪고 계시네요.",Complex Reflection
"맞아요, 트라우마 때문에 미래에 대한 걱정이 더 커지는 것 같아요.",과거 경험이 현재와 미래에 대한 걱정을 증폭시키고 있군요.,Complex Reflection
"네, 그리고 이런 걱정과 우울함이 점점 더 커져서 일상에 영향을 미치고 있어요.",걱정과 우울함이 일상생활에도 영향을 미치기 시작했군요.,Simple Reflection
"네, 특히 악몽을 자주 꾸고 부정적인 생각들이 멈추질 않아요.",악몽과 부정적인 생각들로 인해 많이 힘드시군요.,Simple Reflection
"네, 정말 힘들고 이 상황에서 벗어나고 싶어요.",현재 상황에서 벗어나고자 하는 강한 바람을 느끼고 계시는군요.,Complex Reflection
"네, 정확해요. 이제 좀 도움을 받아서 상황을 개선해보고 싶습니다.",도움을 구하고 싶어하시는 용기가 정말 대단하십니다.,Affirm
감사합니다. 어떻게 첫걸음을 뗄 수 있을지 상의해볼 수 있을까요?,전문가와의 상담을 시작하는 것은 상황을 개선하는데 있어 효과적인 방법 중 하나입니다.,Give Information
그럼 전문가와 상담을 통해 어떻게 해결할 수 있을지 알아보고 싶습니다.,전문가와 상담은 내담자님의 경험을 공유하고 해결 방안을 모색하는 과정에서 큰 도움이 될 수 있습니다.,Give Information
고3 때 겪은 입시 실패가 제 마음에 큰 상처를 줬어요.,그 시기의 경험이 지금의 내담자님에게 아직도 큰 영향을 미치고 있군요.,Complex Reflection
"네, 그때의 실패 이후로 저는 더 이상 그림을 그리는 것에서 행복을 느끼지 못하고 있어요.",그림을 그릴 때 어떤 감정이나 생각이 드시나요?,Open Question
"이젠 그냥 무기력하달까, 예전처럼 그림에 대한 열정이나 동기가 전혀 생기지 않아요.","그렇군요, 과거의 실패로 인해 그림에 대한 열정과 동기가 상실되었네요.",Complex Reflection
"맞아요, 그리고 제 생활 패턴도 엉망이 됐어요.",과거의 경험이 생활 패턴에도 부정적인 영향을 주고 있는 상황이시군요.,Complex Reflection
"네, 제가 진짜 원하는 게 뭔지, 하고 싶은 게 뭔지도 잘 모르겠어요.",하고 싶은 것이 무엇인지 잘 모르겠다는 말씀이시군요.,Simple Reflection
"네, 저 자체가 행동력이 없어진 것 같아서 앞으로 나아갈 방향을 찾기가 어려워요.",앞으로 나아가기 위해 어떤 것들이 필요하다고 생각하시나요?,Open Question
"감정을 다시 찾고, 무엇을 하고 싶은지 결정하는데 도움이 될 방향성이 필요해요.","감정을 찾고, 하고 싶은 것을 결정하는 과정에서 어떤 경험이나 활동이 도움이 될 것 같으신가요?",Open Question
그림과 관련된 취미 활동을 조금씩 다시 해보는 것이 좋을 것 같아요.,그림과 관련된 취미 활동을 다시 시작해보실 생각이시군요.,Simple Reflection
"제가 한동안 많이 지치고 힘들었어요. 그러다 보니 감정을 잘 못 느끼게 되었고, 마치 로봇처럼 무감각해졌어요.","그러셨군요. 그 감정들을 다시 느끼게 되길 바라셨을 테니, 지금 이 순간도 소중한 과정이 되실 겁니다.",Complex Reflection
"맞아요, 다시 감정을 느끼고 싶어요.",감정을 느끼고 싶어지게 만든 계기가 있었나요?,Open Question
제가 너무 오랫동안 자신을 잃어버린 기분이 들었어요. 그리고 지금도 매일 반복되는 무기력함에 힘들어하고 있어요.,내담자님은 자신의 삶에서 무기력함을 넘어서고자 하는 욕구를 갖고 계시네요.,Complex Reflection
"네, 무기력함을 넘어서고 싶어요.",무기력함의 반복에서 벗어나려는 마음이 강하신 것 같습니다.,Complex Reflection
"정말요, 더 이상 이 상태에 머물고 싶지 않아요.",무기력함을 극복하고 싶다는 마음이 강할 때 어떤 변화를 상상하시나요?,Open Question
다시 힘을 내서 제가 좋아하는 일에 집중하고 싶어요.,내담자님이 좋아하는 일에 집중하고자 하는 열망이 있으시군요.,Simple Reflection
"네, 그 열정을 다시 찾을 수 있기를 바랍니다.",어떤 일에 가장 열정을 느끼시나요?,Open Question
예전에는 글쓰기와 음악에 엄청난 열정이 있었어요.,글쓰기와 음악을 통해 열정을 찾고자 하시는구나.,General
"네, 두 분야에 다시 몰입하고 싶어요.",글쓰기와 음악에 몰입하고자 하는 본인의 욕구를 인지하시는 것이 중요한 발걸음이 되겠네요.,Affirm
최근에는 자주 화가 나는데 정말 힘들게 고민을 들어가면서 참고 있습니다.,내담자님은 스스로 분노를 조절하는 데 노력하고 계시네요.,Complex Reflection
"네, 그렇지만 이렇게 계속 참아야만 하는지 의문이 듭니다.",분노를 조절하기 위한 내담자님의 노력이 지속 가능한지 의문을 갖고 계시군요.,Complex Reflection
"네, 정말 어떻게 해야 할지 막막해요.",화를 다루는 다른 방식들을 탐색하고 싶으신가요?,Open Question
"예, 새로운 방식으로 접근해보고 싶어요.",어떤 방식들을 고려하고 계신가요?,Open Question
사실 뚜렷한 생각이 없어서 이런게 있는지도 몰랐어요.,"새로운 대처 방안에 대해 알아보고 싶지만, 어디서부터 시작해야 할지 잘 모르시는 것 같네요.",Complex Reflection
"네, 그러니까 도움을 받고 싶어 이곳에 온 거예요.",분노를 관리하는 새로운 방법을 모색하며 변화를 향한 첫걸음을 내딛고자 하시는군요.,Complex Reflection
분노를 조절하는 새로운 방법을 찾아 시도하고 싶어요.,새로운 해결책을 찾으려는 내담자님의 용기에 박수를 보냅니다.,Affirm
그런 칭찬을 들으니 조금은 용기가 생기네요.,문제를 해결하기 위해 도전하는 용기가 있으셨네요.,Affirm
"요즘은 집밖에 나가고 싶지 않고, 사람들을 만나는 것도 피하게 되네요.",외부 활동과 대인 관계에 대한 부담을 느끼고 계시군요.,Complex Reflection
"네, 또 일도 제대로 할 수 없고 아무 것도 하고 싶지 않아요.",일상의 활동에 대한 의욕을 잃으셨네요.,Complex Reflection
"맞아요, 지금 모습이 너무 마음에 안 들어요.",어떤 활동이나 사소한 일이라도 조금이라도 기분을 전환할 수 있을 것 같나요?,Open Question
아마 산책을 조금 더 자주 해보는 것이 도움이 될지도 모르겠어요.,산책을 자주 해보는 것이 도움이 될 수 있다고 생각하시는군요.,Simple Reflection
"네, 최근에 사람이 없는 조용한 곳으로 산책을 나가보곤 했거든요.",사람이 없는 조용한 곳으로 산책을 나가보셨군요.,Simple Reflection
그렇게 하면 조금은 마음이 가라앉는 느낌이 들어요.,산책을 할 때 어떤 생각이나 느낌을 경험하시나요?,Open Question
조금은 평온해지는 느낌이 들어요.,그 평온함을 느끼실 때 어떤 부분이 가장 마음에 와닿나요?,Open Question
자연 속의 고요함과 신선한 공기가 마음을 좀 더 편안하게 해줘요.,자연 속의 고요함과 신선한 공기가 마음을 편안하게 해주는군요.,Simple Reflection
"맞아요, 그 순간만큼은 현재의 고민에서 조금 벗어날 수 있어요.",그 순간에는 현재의 고민에서 조금 벗어날 수 있다고 느끼시는군요.,Simple Reflection
"네, 잠시나마 마음에 부담을 덜 느낄 수 있어 좋아요.",잠시나마 마음의 부담을 덜 느끼실 수 있다는 것이 좋다고 하셨군요.,Simple Reflection
올해 들어 갑자기 제가 지각을 하거나 아예 출근을 하지 않게 되었어요.,그간 일상에서 변화를 겪고 있었군요.,General
"네, 정말 갑작스럽게 저를 제어할 수 없게 되면서 일상에서 큰 변화가 생겼어요.",갑자기 일상을 제어하기 어려워졌다고 느끼시는군요.,Simple Reflection
"네, 이런 변화가 왜 생겼는지 정말 이해할 수 없어요.",변화의 원인을 이해할 수 없으시군요.,Simple Reflection
"네, 원인을 모르겠어요. 그리고 이 상황을 어떻게 해결해야 할지도 모르겠어요.",해결책을 찾기 위한 방향을 잡기 어렵다고 느끼고 계시는군요.,Complex Reflection
내가 다시 예전과 같이 성실해질 수 있는 방법에 대해 생각해보고 싶어요.,성실함을 회복하기 위한 방법을 탐색하고 싶어 하시는군요.,Open Question
